folder,file,original_count,retained_count,reduction_rate,mean_sim_original,mean_sim_filtered,similarity_drop
120070n,N_second.txt,2,1,0.5,0.901374340057373,0.0,0.901374340057373
120070n,C_second.txt,1,1,0.0,,,
63013n,E_second.txt,4,4,0.0,0.6489972472190857,0.6489972472190857,0.0
63013n,N_second.txt,3,3,0.0,0.5860897898674011,0.5860897898674011,0.0
63013n,C_second.txt,3,3,0.0,0.5765047073364258,0.5765047073364258,0.0
144753n,E_second.txt,2,2,0.0,0.42830634117126465,0.42830634117126465,0.0
144753n,N_second.txt,3,3,0.0,0.4868853986263275,0.4868853986263275,0.0
144753n,C_second.txt,2,2,0.0,0.5992299318313599,0.5992299318313599,0.0
101253c,E_second.txt,1,1,0.0,,,
101253c,N_second.txt,3,3,0.0,0.7398708462715149,0.7398708462715149,0.0
101253c,C_second.txt,1,1,0.0,,,
917c,E_second.txt,2,2,0.0,0.6867990493774414,0.6867990493774414,0.0
917c,N_second.txt,3,3,0.0,0.6986464858055115,0.6986464858055115,0.0
917c,C_second.txt,2,2,0.0,0.6949543952941895,0.6949543952941895,0.0
132516n,E_second.txt,2,2,0.0,0.5082043409347534,0.5082043409347534,0.0
132516n,N_second.txt,3,3,0.0,0.616958737373352,0.616958737373352,0.0
132516n,C_second.txt,3,3,0.0,0.5390971899032593,0.5390971899032593,0.0
79106e,E_second.txt,2,2,0.0,0.12848401069641113,0.12848401069641113,0.0
79106e,N_second.txt,3,3,0.0,0.50482577085495,0.50482577085495,0.0
79106e,C_second.txt,3,3,0.0,0.3808269500732422,0.3808269500732422,0.0
38477c,E_second.txt,0,0,0.0,,,
38477c,N_second.txt,3,3,0.0,0.7867311835289001,0.7867311835289001,0.0
38477c,C_second.txt,3,3,0.0,0.5960452556610107,0.5960452556610107,0.0
53074n,E_second.txt,0,0,0.0,,,
53074n,N_second.txt,3,3,0.0,0.5390326976776123,0.5390326976776123,0.0
53074n,C_second.txt,2,2,0.0,0.6719471216201782,0.6719471216201782,0.0
76947n,E_second.txt,2,2,0.0,0.5399971008300781,0.5399971008300781,0.0
76947n,N_second.txt,2,2,0.0,0.6684848070144653,0.6684848070144653,0.0
76947n,C_second.txt,3,3,0.0,0.4942440092563629,0.4942440092563629,0.0
