folder,file,original_count,retained_count,reduction_rate,mean_sim_original,mean_sim_filtered,similarity_drop
97569e,E_second.txt,8,7,0.125,0.7428340911865234,0.7267799377441406,0.016054153442382812
97569e,N_second.txt,4,3,0.25,0.6890349388122559,0.6600084900856018,0.029026448726654053
97569e,C_second.txt,10,10,0.0,0.4398807883262634,0.4398807883262634,0.0
102817c,E_second.txt,4,4,0.0,0.6643194556236267,0.6643194556236267,0.0
102817c,N_second.txt,4,4,0.0,0.7059672474861145,0.7059672474861145,0.0
102817c,C_second.txt,4,4,0.0,0.6132646203041077,0.6132646203041077,0.0
139409e,E_second.txt,4,3,0.25,0.8232377171516418,0.8095623850822449,0.013675332069396973
139409e,N_second.txt,6,6,0.0,0.5544286370277405,0.5544286370277405,0.0
139409e,C_second.txt,3,3,0.0,0.5347293019294739,0.5347293019294739,0.0
57454e,E_second.txt,2,2,0.0,0.8468921184539795,0.8468921184539795,0.0
57454e,N_second.txt,4,4,0.0,0.36407291889190674,0.36407291889190674,0.0
57454e,C_second.txt,5,5,0.0,0.576549232006073,0.576549232006073,0.0
66689c,E_second.txt,5,2,0.6,0.739998996257782,0.5212266445159912,0.21877235174179077
66689c,N_second.txt,5,5,0.0,0.504248321056366,0.504248321056366,0.0
66689c,C_second.txt,6,6,0.0,0.5905163884162903,0.5905163884162903,0.0
123703e,E_second.txt,8,8,0.0,0.6643665432929993,0.6643665432929993,0.0
123703e,N_second.txt,4,4,0.0,0.7392687797546387,0.7392687797546387,0.0
123703e,C_second.txt,4,4,0.0,0.6516603827476501,0.6516603827476501,0.0
34573n,E_second.txt,12,12,0.0,0.48010358214378357,0.48010358214378357,0.0
34573n,N_second.txt,5,5,0.0,0.5729023814201355,0.5729023814201355,0.0
34573n,C_second.txt,5,5,0.0,0.31857848167419434,0.31857848167419434,0.0
133243e,E_second.txt,7,7,0.0,0.7769321203231812,0.7769321203231812,0.0
133243e,N_second.txt,10,10,0.0,0.3853375017642975,0.3853375017642975,0.0
133243e,C_second.txt,5,5,0.0,0.7025277018547058,0.7025277018547058,0.0
